"","lat","lon","time_utc","value","name","variable","threshold","tmz_offset","time_lst"
"53",4.625,38.125,1970-01-01 00:00:00,0.904355466365814,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"54",4.625,38.375,1970-01-01 00:00:00,1.01943349838257,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"55",4.625,38.625,1970-01-01 00:00:00,1.04809880256653,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"56",4.625,38.875,1970-01-01 00:00:00,1.0452196598053,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"57",4.625,39.125,1970-01-01 00:00:00,1.04558861255646,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"58",4.625,39.375,1970-01-01 00:00:00,1.13584840297699,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"59",4.625,39.625,1970-01-01 00:00:00,1.06952702999115,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"60",4.625,39.875,1970-01-01 00:00:00,0.945342481136322,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"61",4.625,40.125,1970-01-01 00:00:00,0.873588502407074,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"62",4.625,40.375,1970-01-01 00:00:00,0.873914301395416,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"63",4.625,40.625,1970-01-01 00:00:00,0.895681798458099,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"64",4.625,40.875,1970-01-01 00:00:00,0.908133089542389,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"65",4.625,41.125,1970-01-01 00:00:00,0.926877439022064,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"66",4.625,41.375,1970-01-01 00:00:00,1.01857578754425,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"67",4.625,41.625,1970-01-01 00:00:00,1.01580893993378,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"68",4.625,41.875,1970-01-01 00:00:00,1.01494085788727,"imerg","intensity","0.1",3,1970-01-01 03:00:00
"69",4.375,33.625,1970-01-01 00:00:00,0.902345359325409,"imerg","intensity","0.1",2,1970-01-01 02:00:00
"70",4.375,33.875,1970-01-01 00:00:00,0.940917909145355,"imerg","intensity","0.1",2,1970-01-01 02:00:00
"71",4.375,34.125,1970-01-01 00:00:00,0.923432469367981,"imerg","intensity","0.1",2,1970-01-01 02:00:00
"72",4.375,34.375,1970-01-01 00:00:00,0.829011917114258,"imerg","intensity","0.1",2,1970-01-01 02:00:00
"73",4.375,34.625,1970-01-01 00:00:00,0.822674870491028,"imerg","intensity","0.1",2,1970-01-01 02:00:00
"74",4.375,34.875,1970-01-01 00:00:00,0.703783392906189,"imerg","intensity","0.1",2,1970-01-01 02:00:00
"75",4.375,35.125,1970-01-01 00:00:00,0.769519865512848,"imerg","intensity","0.1",2,1970-01-01 02:00:00
"76",4.375,35.375,1970-01-01 00:00:00,0.807712376117706,"imerg","intensity","0.1",2,1970-01-01 02:00:00
"77",4.375,35.625,1970-01-01 00:00:00,0.913313508033752,"imerg","intensity","0.1",2,1970-01-01 02:00:00
"78",4.375,35.875,1970-01-01 00:00:00,0.996856451034546,"imerg","intensity","0.1",2,1970-01-01 02:00:00
"79",4.375,36.125,1970-01-01 00:00:00,0.956982314586639,"imerg","intensity","0.1",2,1970-01-01 02:00:00
"80",4.375,36.375,1970-01-01 00:00:00,0.967402994632721,"imerg","intensity","0.1",2,1970-01-01 02:00:00
"81",4.375,36.625,1970-01-01 00:00:00,0.867512226104736,"imerg","intensity","0.1",2,1970-01-01 02:00:00
